settlement-id	order-id	sku	amount-type	amount-description	amount
17239876545	354-9336345-6569331	JAVY-CAR-6OZ	ItemPrice	Shipping	3.99
17239876545	354-9336345-6569331	JAVY-CAR-6OZ	ItemFees	Commission	-3.67
17239876545	354-9336345-6569331	JAVY-CAR-6OZ	ItemFees	FBAPerUnitFulfillmentFee	-3.64
17239876545	455-1113205-6379149	JAVY-CAR-18OZ	ItemPrice	Principal	111.24
17239876545	455-1113205-6379149	JAVY-CAR-18OZ	ItemPrice	Tax	10.27
17239876545	455-1113205-6379149	JAVY-CAR-18OZ	ItemPrice	Shipping	3.99
17239876545	455-1113205-6379149	JAVY-CAR-18OZ	ItemFees	Commission	-16.69
17239876545	455-1113205-6379149	JAVY-CAR-18OZ	ItemFees	FBAPerUnitFulfillmentFee	-4.69
17239876545	462-7650223-4949586	JAVY-ORIG-6OZ	ItemPrice	Principal	22.86
17239876545	462-7650223-4949586	JAVY-ORIG-6OZ	ItemPrice	Tax	1.67
17239876545	462-7650223-4949586	JAVY-ORIG-6OZ	ItemPrice	Shipping	3.99
17239876545	462-7650223-4949586	JAVY-ORIG-6OZ	ItemFees	Commission	-3.43
17239876545	382-3976448-6696901	JAVY-CAR-6OZ	ItemPrice	Principal	26.02
17239876545	382-3976448-6696901	JAVY-CAR-6OZ	ItemPrice	Tax	2.44
17239876545	382-3976448-6696901	JAVY-CAR-6OZ	ItemFees	Commission	-3.9
17239876545	382-3976448-6696901	JAVY-CAR-6OZ	ItemFees	FBAPerUnitFulfillmentFee	-5.04
17239876545	743-5827041-7525628	JAVY-VAN-18OZ	ItemPrice	Principal	62.15
17239876545	743-5827041-7525628	JAVY-VAN-18OZ	ItemPrice	Tax	5.8
17239876545	743-5827041-7525628	JAVY-VAN-18OZ	ItemFees	Commission	-9.32
17239876545	743-5827041-7525628	JAVY-VAN-18OZ	ItemFees	FBAPerUnitFulfillmentFee	-6.38
17239876545	482-6423060-9270756	JAVY-ORIG-18OZ	ItemPrice	Principal	55.44
17239876545	482-6423060-9270756	JAVY-ORIG-18OZ	ItemPrice	Tax	3.93
17239876545	482-6423060-9270756	JAVY-ORIG-18OZ	ItemFees	Commission	-8.32
17239876545	482-6423060-9270756	JAVY-ORIG-18OZ	ItemFees	FBAPerUnitFulfillmentFee	-4.68
17239876545	901-9665768-2578141	JAVY-CAR-18OZ	ItemPrice	Principal	117.92
17239876545	901-9665768-2578141	JAVY-CAR-18OZ	ItemPrice	Tax	10.98
17239876545	901-9665768-2578141	JAVY-CAR-18OZ	ItemPrice	Shipping	3.99
17239876545	901-9665768-2578141	JAVY-CAR-18OZ	ItemFees	Commission	-17.69
17239876545	901-9665768-2578141	JAVY-CAR-18OZ	ItemFees	FBAPerUnitFulfillmentFee	-5.13
17239876545	190-8273621-6376144	JAVY-MOC-18OZ	ItemPrice	Principal	56.02
17239876545	190-8273621-6376144	JAVY-MOC-18OZ	ItemPrice	Tax	3.62
17239876545	190-8273621-6376144	JAVY-MOC-18OZ	ItemPrice	Shipping	5.99
17239876545	190-8273621-6376144	JAVY-MOC-18OZ	ItemFees	Commission	-8.4
17239876545	190-8273621-6376144	JAVY-MOC-18OZ	ItemFees	FBAPerUnitFulfillmentFee	-5.47
17239876545	304-4862285-5687632	JAVY-CAR-6OZ	ItemPrice	Principal	26.73
17239876545	304-4862285-5687632	JAVY-CAR-6OZ	ItemPrice	Tax	1.67
17239876545	304-4862285-5687632	JAVY-CAR-6OZ	ItemPrice	Shipping	3.99
17239876545	304-4862285-5687632	JAVY-CAR-6OZ	ItemFees	Commission	-4.01
17239876545	304-4862285-5687632	JAVY-CAR-6OZ	ItemFees	FBAPerUnitFulfillmentFee	-6.38
17239876545	112-2516043-6641380	JAVY-CAR-18OZ	ItemPrice	Principal	57.31
17239876545	112-2516043-6641380	JAVY-CAR-18OZ	ItemPrice	Tax	3.45
17239876545	112-2516043-6641380	JAVY-CAR-18OZ	ItemFees	Commission	-8.6
17239876545	488-9991355-7688140	JAVY-ORIG-6OZ	ItemPrice	Principal	23.35
17239876545	488-9991355-7688140	JAVY-ORIG-6OZ	ItemPrice	Tax	1.57
17239876545	488-9991355-7688140	JAVY-ORIG-6OZ	ItemPrice	Shipping	5.99
17239876545	488-9991355-7688140	JAVY-ORIG-6OZ	ItemFees	Commission	-3.5
17239876545	488-9991355-7688140	JAVY-ORIG-6OZ	ItemFees	FBAPerUnitFulfillmentFee	-5.04
17239876545	485-2538224-6047704	JAVY-DEC-18OZ	ItemPrice	Principal	58.0
17239876545	485-2538224-6047704	JAVY-DEC-18OZ	ItemPrice	Tax	2.91
17239876545	485-2538224-6047704	JAVY-DEC-18OZ	ItemPrice	Shipping	3.99
17239876545	485-2538224-6047704	JAVY-DEC-18OZ	ItemFees	Commission	-8.7
17239876545	485-2538224-6047704	JAVY-DEC-18OZ	ItemFees	FBAPerUnitFulfillmentFee	-3.98
17239876545	141-1895203-3997684	JAVY-VAN-18OZ	ItemPrice	Principal	56.47
17239876545	141-1895203-3997684	JAVY-VAN-18OZ	ItemPrice	Tax	3.55
17239876545	141-1895203-3997684	JAVY-VAN-18OZ	ItemPrice	Shipping	5.99
17239876545	141-1895203-3997684	JAVY-VAN-18OZ	ItemFees	Commission	-8.47
17239876545	141-1895203-3997684	JAVY-VAN-18OZ	ItemFees	FBAPerUnitFulfillmentFee	-3.2
17239876545	253-9248632-6683712	JAVY-ORIG-6OZ	ItemPrice	Principal	24.32
17239876545	253-9248632-6683712	JAVY-ORIG-6OZ	ItemPrice	Tax	1.75
17239876545	253-9248632-6683712	JAVY-ORIG-6OZ	ItemPrice	Shipping	3.99
17239876545	253-9248632-6683712	JAVY-ORIG-6OZ	ItemFees	Commission	-3.65
17239876545	253-9248632-6683712	JAVY-ORIG-6OZ	ItemFees	FBAPerUnitFulfillmentFee	-5.94
17239876545	363-4212695-6157171	JAVY-CAR-6OZ	ItemPrice	Principal	26.79
17239876545	363-4212695-6157171	JAVY-CAR-6OZ	ItemPrice	Tax	1.37
17239876545	363-4212695-6157171	JAVY-CAR-6OZ	ItemPrice	Shipping	3.99
17239876545	363-4212695-6157171	JAVY-CAR-6OZ	ItemFees	Commission	-4.02
17239876545	363-4212695-6157171	JAVY-CAR-6OZ	ItemFees	FBAPerUnitFulfillmentFee	-5.65
17239876545	560-8754212-7299855	JAVY-VAN-18OZ	ItemPrice	Principal	115.14
17239876545	560-8754212-7299855	JAVY-VAN-18OZ	ItemPrice	Tax	8.47
17239876545	560-8754212-7299855	JAVY-VAN-18OZ	ItemPrice	Shipping	3.99
17239876545	560-8754212-7299855	JAVY-VAN-18OZ	ItemFees	Commission	-17.27
17239876545	560-8754212-7299855	JAVY-VAN-18OZ	ItemFees	FBAPerUnitFulfillmentFee	-5.45
17239876545	418-9409933-5815703	JAVY-MOC-6OZ	ItemPrice	Principal	81.81
17239876545	418-9409933-5815703	JAVY-MOC-6OZ	ItemPrice	Tax	4.7
17239876545	418-9409933-5815703	JAVY-MOC-6OZ	ItemPrice	Shipping	5.99
17239876545	418-9409933-5815703	JAVY-MOC-6OZ	ItemFees	Commission	-12.27
17239876545	418-9409933-5815703	JAVY-MOC-6OZ	ItemFees	FBAPerUnitFulfillmentFee	-3.64
17239876545	980-8933104-2446973	JAVY-MOC-6OZ	ItemPrice	Principal	26.06
17239876545	980-8933104-2446973	JAVY-MOC-6OZ	ItemPrice	Tax	2.17
17239876545	980-8933104-2446973	JAVY-MOC-6OZ	ItemPrice	Shipping	5.99
17239876545	980-8933104-2446973	JAVY-MOC-6OZ	ItemFees	Commission	-3.91
17239876545	980-8933104-2446973	JAVY-MOC-6OZ	ItemFees	FBAPerUnitFulfillmentFee	-6.34
17239876545	748-3562721-7439666	JAVY-CAR-18OZ	ItemPrice	Principal	60.18
17239876545	748-3562721-7439666	JAVY-CAR-18OZ	ItemPrice	Tax	4.06
17239876545	748-3562721-7439666	JAVY-CAR-18OZ	ItemPrice	Shipping	3.99
17239876545	748-3562721-7439666	JAVY-CAR-18OZ	ItemFees	Commission	-9.03
17239876545	748-3562721-7439666	JAVY-CAR-18OZ	ItemFees	FBAPerUnitFulfillmentFee	-6.38
17239876545	147-9747304-8995944	JAVY-MUG	ItemPrice	Principal	19.53
17239876545	147-9747304-8995944	JAVY-MUG	ItemPrice	Tax	1.33
17239876545	147-9747304-8995944	JAVY-MUG	ItemFees	Commission	-2.93
17239876545	336-5658894-6135403	JAVY-START	ItemPrice	Principal	43.12
17239876545	336-5658894-6135403	JAVY-START	ItemPrice	Tax	2.71
17239876545	336-5658894-6135403	JAVY-START	ItemPrice	Shipping	3.99
17239876545	336-5658894-6135403	JAVY-START	ItemFees	Commission	-6.47
17239876545	336-5658894-6135403	JAVY-START	ItemFees	FBAPerUnitFulfillmentFee	-4.08
17239876545	172-7246755-3132535	JAVY-DEC-6OZ	ItemPrice	Principal	29.3
17239876545	172-7246755-3132535	JAVY-DEC-6OZ	ItemPrice	Tax	1.99
17239876545	172-7246755-3132535	JAVY-DEC-6OZ	ItemPrice	Shipping	5.99
17239876545	172-7246755-3132535	JAVY-DEC-6OZ	ItemFees	Commission	-4.39
17239876545	674-9837903-7908484	JAVY-MOC-6OZ	ItemPrice	Principal	26.53
17239876545	674-9837903-7908484	JAVY-MOC-6OZ	ItemPrice	Tax	1.42
17239876545	674-9837903-7908484	JAVY-MOC-6OZ	ItemPrice	Shipping	5.99
17239876545	674-9837903-7908484	JAVY-MOC-6OZ	ItemFees	Commission	-3.98
17239876545	370-5801139-7066590	JAVY-ORIG-18OZ	ItemPrice	Principal	53.36
17239876545	370-5801139-7066590	JAVY-ORIG-18OZ	ItemPrice	Tax	2.9
17239876545	370-5801139-7066590	JAVY-ORIG-18OZ	ItemPrice	Shipping	5.99
17239876545	370-5801139-7066590	JAVY-ORIG-18OZ	ItemFees	Commission	-8.0
17239876545	370-5801139-7066590	JAVY-ORIG-18OZ	ItemFees	FBAPerUnitFulfillmentFee	-3.04
17239876545	592-4154468-1950420	JAVY-VAN-6OZ	ItemPrice	Principal	50.82
17239876545	592-4154468-1950420	JAVY-VAN-6OZ	ItemPrice	Tax	4.34
17239876545	592-4154468-1950420	JAVY-VAN-6OZ	ItemPrice	Shipping	5.99
17239876545	592-4154468-1950420	JAVY-VAN-6OZ	ItemFees	Commission	-7.62
17239876545	592-4154468-1950420	JAVY-VAN-6OZ	ItemFees	FBAPerUnitFulfillmentFee	-5.14
17239876545	225-8408677-4889008	JAVY-ORIG-18OZ	ItemPrice	Principal	50.05
17239876545	225-8408677-4889008	JAVY-ORIG-18OZ	ItemPrice	Tax	3.48
17239876545	225-8408677-4889008	JAVY-ORIG-18OZ	ItemPrice	Shipping	3.99
17239876545	225-8408677-4889008	JAVY-ORIG-18OZ	ItemFees	Commission	-7.51
17239876545	225-8408677-4889008	JAVY-ORIG-18OZ	ItemFees	FBAPerUnitFulfillmentFee	-5.69
17239876545	175-8058237-7559723	JAVY-VARIETY	ItemPrice	Principal	50.85
17239876545	175-8058237-7559723	JAVY-VARIETY	ItemPrice	Tax	2.91
17239876545	175-8058237-7559723	JAVY-VARIETY	ItemPrice	Shipping	5.99
17239876545	175-8058237-7559723	JAVY-VARIETY	ItemFees	Commission	-7.63
17239876545	175-8058237-7559723	JAVY-VARIETY	ItemFees	FBAPerUnitFulfillmentFee	-4.59
17239876545	216-9055907-2561037	JAVY-MOC-6OZ	ItemPrice	Principal	55.4
17239876545	216-9055907-2561037	JAVY-MOC-6OZ	ItemPrice	Tax	5.44
17239876545	216-9055907-2561037	JAVY-MOC-6OZ	ItemPrice	Shipping	5.99
17239876545	216-9055907-2561037	JAVY-MOC-6OZ	ItemFees	Commission	-8.31
17239876545	216-9055907-2561037	JAVY-MOC-6OZ	ItemFees	FBAPerUnitFulfillmentFee	-6.25
17239876545	823-6324723-2364694	JAVY-DEC-18OZ	ItemPrice	Principal	64.99
17239876545	823-6324723-2364694	JAVY-DEC-18OZ	ItemPrice	Tax	6.03
17239876545	823-6324723-2364694	JAVY-DEC-18OZ	ItemFees	Commission	-9.75
17239876545	823-6324723-2364694	JAVY-DEC-18OZ	ItemFees	FBAPerUnitFulfillmentFee	-4.4
17239876545	923-1227408-5583707	JAVY-ORIG-6OZ	ItemPrice	Principal	26.18
17239876545	923-1227408-5583707	JAVY-ORIG-6OZ	ItemPrice	Tax	2.11
17239876545	923-1227408-5583707	JAVY-ORIG-6OZ	ItemFees	Commission	-3.93
17239876545	923-1227408-5583707	JAVY-ORIG-6OZ	ItemFees	FBAPerUnitFulfillmentFee	-5.53
17239876545	536-6522081-2338134	JAVY-ORIG-6OZ	ItemPrice	Principal	25.81
17239876545	536-6522081-2338134	JAVY-ORIG-6OZ	ItemPrice	Tax	1.96
17239876545	536-6522081-2338134	JAVY-ORIG-6OZ	ItemFees	Commission	-3.87
17239876545	282-1387895-4377369	JAVY-VARIETY	ItemPrice	Principal	51.21
17239876545	282-1387895-4377369	JAVY-VARIETY	ItemPrice	Tax	4.63
17239876545	282-1387895-4377369	JAVY-VARIETY	ItemFees	Commission	-7.68
17239876545	282-1387895-4377369	JAVY-VARIETY	ItemFees	FBAPerUnitFulfillmentFee	-5.44
17239876545	476-1304072-7693534	JAVY-CAR-6OZ	ItemPrice	Principal	25.67
17239876545	476-1304072-7693534	JAVY-CAR-6OZ	ItemPrice	Tax	2.15
17239876545	476-1304072-7693534	JAVY-CAR-6OZ	ItemPrice	Shipping	3.99
17239876545	476-1304072-7693534	JAVY-CAR-6OZ	ItemFees	Commission	-3.85
17239876545	476-1304072-7693534	JAVY-CAR-6OZ	ItemFees	FBAPerUnitFulfillmentFee	-4.09
17239876545	893-6375125-2958442	JAVY-CAR-6OZ	ItemPrice	Principal	25.93
17239876545	893-6375125-2958442	JAVY-CAR-6OZ	ItemPrice	Tax	2.53
17239876545	893-6375125-2958442	JAVY-CAR-6OZ	ItemPrice	Shipping	5.99
17239876545	893-6375125-2958442	JAVY-CAR-6OZ	ItemFees	Commission	-3.89
17239876545	893-6375125-2958442	JAVY-CAR-6OZ	ItemFees	FBAPerUnitFulfillmentFee	-3.02
17239876545	305-5818879-4092888	JAVY-CAR-6OZ	ItemPrice	Principal	53.54
17239876545	305-5818879-4092888	JAVY-CAR-6OZ	ItemPrice	Tax	2.93
17239876545	305-5818879-4092888	JAVY-CAR-6OZ	ItemFees	Commission	-8.03
17239876545	305-5818879-4092888	JAVY-CAR-6OZ	ItemFees	FBAPerUnitFulfillmentFee	-3.68
17239876545	146-2783828-8087224	JAVY-VAN-6OZ	ItemPrice	Principal	24.56
17239876545	146-2783828-8087224	JAVY-VAN-6OZ	ItemPrice	Tax	1.44
17239876545	146-2783828-8087224	JAVY-VAN-6OZ	ItemPrice	Shipping	5.99
17239876545	146-2783828-8087224	JAVY-VAN-6OZ	ItemFees	Commission	-3.68
17239876545	145-4405834-2934235	JAVY-DEC-6OZ	ItemPrice	Principal	53.68
17239876545	145-4405834-2934235	JAVY-DEC-6OZ	ItemPrice	Tax	4.56
17239876545	145-4405834-2934235	JAVY-DEC-6OZ	ItemFees	Commission	-8.05
17239876545	145-4405834-2934235	JAVY-DEC-6OZ	ItemFees	FBAPerUnitFulfillmentFee	-5.7
17239876545	899-6988652-4406482	JAVY-ORIG-18OZ	ItemPrice	Principal	56.56
17239876545	899-6988652-4406482	JAVY-ORIG-18OZ	ItemPrice	Tax	4.85
17239876545	899-6988652-4406482	JAVY-ORIG-18OZ	ItemFees	Commission	-8.48
17239876545	899-6988652-4406482	JAVY-ORIG-18OZ	ItemFees	FBAPerUnitFulfillmentFee	-3.77
17239876545	574-7184111-5600140	JAVY-CAR-6OZ	ItemPrice	Principal	25.76
17239876545	574-7184111-5600140	JAVY-CAR-6OZ	ItemPrice	Tax	1.7
17239876545	574-7184111-5600140	JAVY-CAR-6OZ	ItemFees	Commission	-3.86
17239876545	574-7184111-5600140	JAVY-CAR-6OZ	ItemFees	FBAPerUnitFulfillmentFee	-5.89
17239876545	574-7184111-5600140	JAVY-VAN-18OZ	ItemPrice	Principal	61.37
17239876545	574-7184111-5600140	JAVY-VAN-18OZ	ItemPrice	Tax	5.79
17239876545	574-7184111-5600140	JAVY-VAN-18OZ	ItemPrice	Shipping	3.99
17239876545	574-7184111-5600140	JAVY-VAN-18OZ	ItemFees	Commission	-9.21
17239876545	238-8481717-2414632	JAVY-START	ItemPrice	Principal	86.78
17239876545	238-8481717-2414632	JAVY-START	ItemPrice	Tax	6.61
17239876545	238-8481717-2414632	JAVY-START	ItemFees	Commission	-13.02
17239876545	238-8481717-2414632	JAVY-START	ItemFees	FBAPerUnitFulfillmentFee	-5.92
17239876545	270-9902792-3831179	JAVY-CAR-6OZ	ItemPrice	Principal	53.14
17239876545	270-9902792-3831179	JAVY-CAR-6OZ	ItemPrice	Tax	3.83
17239876545	270-9902792-3831179	JAVY-CAR-6OZ	ItemFees	Commission	-7.97
17239876545	270-9902792-3831179	JAVY-CAR-6OZ	ItemFees	FBAPerUnitFulfillmentFee	-3.13
17239876545	277-5487678-5758752	JAVY-ORIG-6OZ	ItemPrice	Principal	26.07
17239876545	277-5487678-5758752	JAVY-ORIG-6OZ	ItemPrice	Tax	2.47
17239876545	277-5487678-5758752	JAVY-ORIG-6OZ	ItemPrice	Shipping	3.99
17239876545	277-5487678-5758752	JAVY-ORIG-6OZ	ItemFees	Commission	-3.91
17239876545	277-5487678-5758752	JAVY-ORIG-6OZ	ItemFees	FBAPerUnitFulfillmentFee	-3.59
17239876545	288-6715585-5421053	JAVY-ORIG-6OZ	ItemPrice	Principal	24.7
17239876545	288-6715585-5421053	JAVY-ORIG-6OZ	ItemPrice	Tax	2.4
17239876545	288-6715585-5421053	JAVY-ORIG-6OZ	ItemFees	Commission	-3.7
17239876545	288-6715585-5421053	JAVY-ORIG-6OZ	ItemFees	FBAPerUnitFulfillmentFee	-5.23
17239876545	826-7653694-9698049	JAVY-MOC-18OZ	ItemPrice	Principal	59.34
17239876545	826-7653694-9698049	JAVY-MOC-18OZ	ItemPrice	Tax	3.85
17239876545	826-7653694-9698049	JAVY-MOC-18OZ	ItemPrice	Shipping	5.99
17239876545	826-7653694-9698049	JAVY-MOC-18OZ	ItemFees	Commission	-8.9
17239876545	826-7653694-9698049	JAVY-MOC-18OZ	ItemFees	FBAPerUnitFulfillmentFee	-6.27
17239876545	275-7687298-5260876	JAVY-VAN-6OZ	ItemPrice	Principal	25.52
17239876545	275-7687298-5260876	JAVY-VAN-6OZ	ItemPrice	Tax	2.22
17239876545	275-7687298-5260876	JAVY-VAN-6OZ	ItemPrice	Shipping	3.99
17239876545	275-7687298-5260876	JAVY-VAN-6OZ	ItemFees	Commission	-3.83
17239876545	920-6006915-1896584	JAVY-VAN-18OZ	ItemPrice	Principal	122.26
17239876545	920-6006915-1896584	JAVY-VAN-18OZ	ItemPrice	Tax	8.76
17239876545	920-6006915-1896584	JAVY-VAN-18OZ	ItemFees	Commission	-18.34
17239876545	920-6006915-1896584	JAVY-VAN-18OZ	ItemFees	FBAPerUnitFulfillmentFee	-4.67
17239876545	377-8868053-4030033	JAVY-ORIG-18OZ	ItemPrice	Principal	52.62
17239876545	377-8868053-4030033	JAVY-ORIG-18OZ	ItemPrice	Tax	4.19
17239876545	377-8868053-4030033	JAVY-ORIG-18OZ	ItemPrice	Shipping	3.99
17239876545	377-8868053-4030033	JAVY-ORIG-18OZ	ItemFees	Commission	-7.89
17239876545	377-8868053-4030033	JAVY-ORIG-18OZ	ItemFees	FBAPerUnitFulfillmentFee	-4.8
17239876545	404-1070897-6771986	JAVY-MUG	ItemPrice	Principal	20.1
17239876545	404-1070897-6771986	JAVY-MUG	ItemPrice	Tax	1.13
17239876545	404-1070897-6771986	JAVY-MUG	ItemPrice	Shipping	3.99
17239876545	404-1070897-6771986	JAVY-MUG	ItemFees	Commission	-3.02
17239876545	404-1070897-6771986	JAVY-MUG	ItemFees	FBAPerUnitFulfillmentFee	-5.96
17239876545	240-9255695-4500687	JAVY-MUG	ItemPrice	Principal	19.7
17239876545	240-9255695-4500687	JAVY-MUG	ItemPrice	Tax	1.12
17239876545	240-9255695-4500687	JAVY-MUG	ItemFees	Commission	-2.95
17239876545	240-9255695-4500687	JAVY-MUG	ItemFees	FBAPerUnitFulfillmentFee	-3.49
17239876545	175-2277962-8320592	JAVY-ORIG-18OZ	ItemPrice	Principal	110.5
17239876545	175-2277962-8320592	JAVY-ORIG-18OZ	ItemPrice	Tax	6.07
17239876545	175-2277962-8320592	JAVY-ORIG-18OZ	ItemFees	Commission	-16.57
17239876545	175-2277962-8320592	JAVY-ORIG-18OZ	ItemFees	FBAPerUnitFulfillmentFee	-3.34
17239876545	547-7382323-6241297	JAVY-DEC-18OZ	ItemPrice	Principal	56.79
17239876545	547-7382323-6241297	JAVY-DEC-18OZ	ItemPrice	Tax	3.67
17239876545	547-7382323-6241297	JAVY-DEC-18OZ	ItemPrice	Shipping	3.99
17239876545	547-7382323-6241297	JAVY-DEC-18OZ	ItemFees	Commission	-8.52
17239876545	547-7382323-6241297	JAVY-DEC-18OZ	ItemFees	FBAPerUnitFulfillmentFee	-4.27
17239876545	404-9211880-1952231	JAVY-CBKIT	ItemPrice	Principal	34.98
17239876545	404-9211880-1952231	JAVY-CBKIT	ItemPrice	Tax	2.53
17239876545	404-9211880-1952231	JAVY-CBKIT	ItemFees	Commission	-5.25
17239876545	404-9211880-1952231	JAVY-CBKIT	ItemFees	FBAPerUnitFulfillmentFee	-5.48
17239876545	386-9405210-7040607	JAVY-VAN-6OZ	ItemPrice	Principal	25.37
17239876545	386-9405210-7040607	JAVY-VAN-6OZ	ItemPrice	Tax	2.15
17239876545	386-9405210-7040607	JAVY-VAN-6OZ	ItemPrice	Shipping	3.99
17239876545	386-9405210-7040607	JAVY-VAN-6OZ	ItemFees	Commission	-3.81
17239876545	181-9398834-1705147	JAVY-ORIG-6OZ	ItemPrice	Principal	25.94
17239876545	181-9398834-1705147	JAVY-ORIG-6OZ	ItemPrice	Tax	1.76
17239876545	181-9398834-1705147	JAVY-ORIG-6OZ	ItemPrice	Shipping	5.99
17239876545	181-9398834-1705147	JAVY-ORIG-6OZ	ItemFees	Commission	-3.89
17239876545	423-7790764-8727289	JAVY-VAN-6OZ	ItemPrice	Principal	26.96
17239876545	423-7790764-8727289	JAVY-VAN-6OZ	ItemPrice	Tax	2.65
17239876545	423-7790764-8727289	JAVY-VAN-6OZ	ItemPrice	Shipping	5.99
17239876545	423-7790764-8727289	JAVY-VAN-6OZ	ItemFees	Commission	-4.04
17239876545	423-7790764-8727289	JAVY-VAN-6OZ	ItemFees	FBAPerUnitFulfillmentFee	-5.49
17239876545	698-5669647-1202997	JAVY-VAN-6OZ	ItemPrice	Principal	24.87
17239876545	698-5669647-1202997	JAVY-VAN-6OZ	ItemPrice	Tax	1.49
17239876545	698-5669647-1202997	JAVY-VAN-6OZ	ItemFees	Commission	-3.73
17239876545	698-5669647-1202997	JAVY-VAN-6OZ	ItemFees	FBAPerUnitFulfillmentFee	-6.29
17239876545	222-6136583-7695928	JAVY-ORIG-6OZ	ItemPrice	Principal	24.64
17239876545	222-6136583-7695928	JAVY-ORIG-6OZ	ItemPrice	Tax	1.64
17239876545	222-6136583-7695928	JAVY-ORIG-6OZ	ItemPrice	Shipping	5.99
17239876545	222-6136583-7695928	JAVY-ORIG-6OZ	ItemFees	Commission	-3.7
17239876545	222-6136583-7695928	JAVY-ORIG-6OZ	ItemFees	FBAPerUnitFulfillmentFee	-3.05
17239876545	474-2267483-5912829	JAVY-ORIG-6OZ	ItemPrice	Principal	24.72
17239876545	474-2267483-5912829	JAVY-ORIG-6OZ	ItemPrice	Tax	1.49
17239876545	474-2267483-5912829	JAVY-ORIG-6OZ	ItemPrice	Shipping	3.99
17239876545	474-2267483-5912829	JAVY-ORIG-6OZ	ItemFees	Commission	-3.71
17239876545	474-2267483-5912829	JAVY-ORIG-6OZ	ItemFees	FBAPerUnitFulfillmentFee	-5.93
17239876545	321-5287184-2530721	JAVY-ORIG-6OZ	ItemPrice	Principal	71.49
17239876545	321-5287184-2530721	JAVY-ORIG-6OZ	ItemPrice	Tax	7.0
17239876545	321-5287184-2530721	JAVY-ORIG-6OZ	ItemPrice	Shipping	3.99
17239876545	321-5287184-2530721	JAVY-ORIG-6OZ	ItemFees	Commission	-10.72
17239876545	321-5287184-2530721	JAVY-ORIG-6OZ	ItemFees	FBAPerUnitFulfillmentFee	-4.36
17239876545	540-5617760-1626907	JAVY-CAR-18OZ	ItemPrice	Principal	62.0
17239876545	540-5617760-1626907	JAVY-CAR-18OZ	ItemPrice	Tax	5.16
17239876545	540-5617760-1626907	JAVY-CAR-18OZ	ItemPrice	Shipping	5.99
17239876545	540-5617760-1626907	JAVY-CAR-18OZ	ItemFees	Commission	-9.3
17239876545	540-5617760-1626907	JAVY-CAR-18OZ	ItemFees	FBAPerUnitFulfillmentFee	-5.72
17239876545	248-2623835-7037727	JAVY-CAR-6OZ	ItemPrice	Principal	53.24
17239876545	248-2623835-7037727	JAVY-CAR-6OZ	ItemPrice	Tax	5.09
17239876545	248-2623835-7037727	JAVY-CAR-6OZ	ItemFees	Commission	-7.99
17239876545	248-2623835-7037727	JAVY-CAR-6OZ	ItemFees	FBAPerUnitFulfillmentFee	-4.79
17239876545	430-4635925-7359882	JAVY-ORIG-6OZ	ItemPrice	Principal	22.81
17239876545	430-4635925-7359882	JAVY-ORIG-6OZ	ItemPrice	Tax	1.19
17239876545	430-4635925-7359882	JAVY-ORIG-6OZ	ItemFees	Commission	-3.42
17239876545	430-4635925-7359882	JAVY-ORIG-6OZ	ItemFees	FBAPerUnitFulfillmentFee	-6.48
17239876545	172-5814136-5488164	JAVY-CAR-18OZ	ItemPrice	Principal	59.59
17239876545	172-5814136-5488164	JAVY-CAR-18OZ	ItemPrice	Tax	3.99
17239876545	172-5814136-5488164	JAVY-CAR-18OZ	ItemPrice	Shipping	3.99
17239876545	172-5814136-5488164	JAVY-CAR-18OZ	ItemFees	Commission	-8.94
17239876545	172-5814136-5488164	JAVY-CAR-18OZ	ItemFees	FBAPerUnitFulfillmentFee	-3.29
17239876545	698-7665124-8740450	JAVY-ORIG-18OZ	ItemPrice	Principal	50.38
17239876545	698-7665124-8740450	JAVY-ORIG-18OZ	ItemPrice	Tax	4.96
17239876545	698-7665124-8740450	JAVY-ORIG-18OZ	ItemFees	Commission	-7.56
17239876545	698-7665124-8740450	JAVY-ORIG-18OZ	ItemFees	FBAPerUnitFulfillmentFee	-5.14
17239876545	813-7513336-3149789	JAVY-ORIG-6OZ	ItemPrice	Principal	23.25
17239876545	813-7513336-3149789	JAVY-ORIG-6OZ	ItemPrice	Tax	1.43
17239876545	813-7513336-3149789	JAVY-ORIG-6OZ	ItemPrice	Shipping	3.99
17239876545	813-7513336-3149789	JAVY-ORIG-6OZ	ItemFees	Commission	-3.49
17239876545	813-7513336-3149789	JAVY-ORIG-6OZ	ItemFees	FBAPerUnitFulfillmentFee	-6.21
17239876545	398-8031173-2893323	JAVY-ORIG-6OZ	ItemPrice	Principal	25.18
17239876545	398-8031173-2893323	JAVY-ORIG-6OZ	ItemPrice	Tax	1.83
17239876545	398-8031173-2893323	JAVY-ORIG-6OZ	ItemFees	Commission	-3.78
17239876545	398-8031173-2893323	JAVY-ORIG-6OZ	ItemFees	FBAPerUnitFulfillmentFee	-5.71
17239876545	403-9652344-2829092	JAVY-MUG	ItemPrice	Principal	18.56
17239876545	403-9652344-2829092	JAVY-MUG	ItemPrice	Tax	1.77
17239876545	403-9652344-2829092	JAVY-MUG	ItemPrice	Shipping	3.99
17239876545	403-9652344-2829092	JAVY-MUG	ItemFees	Commission	-2.78
