amazon-order-id	purchase-date	order-status	fulfillment-channel	sku	asin	product-name	quantity	currency	item-price	item-tax	shipping-price	ship-city	ship-state	ship-postal-code	ship-country
525-4499663-5642024	2025-10-01T17:12:00+00:00	Shipped	Amazon	JAVY-MUG	B056420959	Travel Mug	1	USD	19.46	1.41	5.99	East Susan	NJ	30755	US
445-4535847-5330079	2025-12-06T07:29:15+00:00	Shipped	Amazon	JAVY-MOC-6OZ	B097255629	Mocha Concentrate 6oz	3	USD	84.75	7.79	5.99	Johnsonfurt	IN	61265	US
440-4710248-6647996	2025-10-29T06:10:10+00:00	Shipped	Amazon	JAVY-START	B079500938	Starter Kit	2	USD	83.44	4.2	0.0	Campbellland	MD	17454	US
588-1159510-6695853	2025-04-28T03:14:59+00:00	Shipped	Amazon	JAVY-MOC-6OZ	B094100723	Mocha Concentrate 6oz	1	USD	27.07	1.47	5.99	Bonnieshire	KY	64018	US
412-1204853-3521691	2025-09-24T01:02:46+00:00	Pending	Amazon	JAVY-VARIETY	B038294905	Variety Pack	2	USD	91.98	7.11	5.99	East Kaitlyn	OR	34130	US
133-1911547-3101735	2025-08-12T06:22:53+00:00	Shipped	Amazon	JAVY-CAR-18OZ	B064639795	Caramel Concentrate 18oz	1	USD	57.69	4.73	0.0	New Alice	NC	24686	US
411-2189550-9046882	2025-11-17T12:46:39+00:00	Shipped	Amazon	JAVY-MUG	B053049008	Travel Mug	1	USD	20.55	1.33	3.99	South Anne	MI	17384	US
609-4185820-9247712	2025-04-06T19:24:31+00:00	Shipped	Amazon	JAVY-CAR-6OZ	B024601000	Caramel Concentrate 6oz	1	USD	27.82	2.12	3.99	South Robertland	MO	59969	US
933-6023334-4099954	2025-06-14T12:14:15+00:00	Shipped	Amazon	JAVY-DEC-18OZ	B072328534	Decaf Concentrate 18oz	1	USD	62.39	3.66	5.99	Thompsonstad	IN	49909	US
782-2909524-2185411	2025-06-25T11:43:16+00:00	Shipped	Amazon	JAVY-START	B057428064	Starter Kit	1	USD	42.25	4.2	3.99	New Robin	NC	79563	US
755-5588720-1294616	2025-02-06T13:30:43+00:00	Shipped	Merchant	JAVY-DEC-18OZ	B039013321	Decaf Concentrate 18oz	1	USD	59.98	3.49	5.99	East Malik	AZ	72963	US
966-6548520-2821909	2025-03-22T19:20:27+00:00	Shipped	Amazon	JAVY-MOC-18OZ	B063836617	Mocha Concentrate 18oz	3	USD	166.14	16.51	3.99	Grimesfurt	OR	73374	US
857-7107434-8260260	2025-01-19T13:28:26+00:00	Shipped	Merchant	JAVY-VAN-6OZ	B075197401	Vanilla Concentrate 6oz	1	USD	28.0	1.54	3.99	Mckinneymouth	NC	80574	US
856-4434115-9543792	2025-11-27T12:37:46+00:00	Shipped	Amazon	JAVY-VAN-18OZ	B055478113	Vanilla Concentrate 18oz	1	USD	55.48	5.34	0.0	West Sabrina	GA	57363	US
631-4769680-2410042	2025-09-22T05:39:03+00:00	Shipped	Amazon	JAVY-ORIG-6OZ	B080353238	Original Concentrate 6oz	1	USD	23.96	2.19	3.99	West Davidview	CT	69338	US
304-3200421-1054490	2025-12-27T16:58:28+00:00	Shipped	Amazon	JAVY-MOC-18OZ	B062867069	Mocha Concentrate 18oz	1	USD	62.77	4.86	0.0	North Alexandra	MN	33461	US
832-8833924-1954198	2025-10-16T21:05:32+00:00	Shipped	Merchant	JAVY-VAN-6OZ	B020367646	Vanilla Concentrate 6oz	1	USD	27.21	1.84	3.99	North Mark	CA	79553	US
835-9962505-6341548	2025-08-19T18:37:19+00:00	Shipped	Amazon	JAVY-ORIG-6OZ	B051647193	Original Concentrate 6oz	1	USD	22.95	1.31	3.99	Port Carol	PA	20785	US
270-9788804-6520832	2025-01-12T02:10:53+00:00	Shipped	Amazon	JAVY-MUG	B041661822	Travel Mug	1	USD	19.49	1.52	0.0	South Alejandro	CA	01080	US
189-2955879-1621374	2025-05-22T08:14:58+00:00	Shipped	Amazon	JAVY-CAR-6OZ	B082755828	Caramel Concentrate 6oz	1	USD	26.65	2.52	0.0	West Kennethmouth	NY	52785	US
688-8676730-3998009	2025-09-09T21:41:36+00:00	Shipped	Amazon	JAVY-MUG	B046044786	Travel Mug	1	USD	18.29	1.31	0.0	Port Christina	AZ	98410	US
467-8532204-1309606	2025-12-25T04:47:37+00:00	Shipped	Amazon	JAVY-VAN-6OZ	B058306140	Vanilla Concentrate 6oz	2	USD	54.02	4.13	0.0	Port Kevinbury	CO	04925	US
614-9140818-7684112	2025-08-17T08:51:34+00:00	Shipped	Amazon	JAVY-CAR-18OZ	B020182302	Caramel Concentrate 18oz	2	USD	117.66	9.97	3.99	Jessicashire	IN	09770	US
683-7368273-1586073	2025-12-03T04:15:18+00:00	Shipped	Amazon	JAVY-CBKIT	B062527026	Cold Brew Kit	1	USD	32.56	2.0	0.0	West David	PA	27256	US
213-5123529-9695148	2025-04-26T06:24:05+00:00	Shipped	Amazon	JAVY-MOC-18OZ	B047606122	Mocha Concentrate 18oz	1	USD	54.51	5.01	5.99	Morrisside	IL	62114	US
145-1884510-8224804	2025-07-12T09:32:31+00:00	Shipped	Merchant	JAVY-ORIG-6OZ	B057306816	Original Concentrate 6oz	1	USD	23.9	1.81	5.99	North Brittany	KY	71299	US
532-9439985-6680184	2025-06-02T03:27:51+00:00	Shipped	Amazon	JAVY-DEC-6OZ	B070467488	Decaf Concentrate 6oz	2	USD	54.2	3.08	5.99	Newmanfurt	AL	39445	US
142-4807676-7555526	2025-10-26T06:39:13+00:00	Shipped	Amazon	JAVY-MUG	B063294812	Travel Mug	1	USD	19.7	1.52	5.99	Lake Kristi	KY	91896	US
757-5788115-3222483	2025-12-21T11:46:28+00:00	Shipped	Amazon	JAVY-MUG	B070681739	Travel Mug	2	USD	40.42	2.04	0.0	West Regina	IN	43690	US
651-1358087-8652182	2025-02-03T17:27:20+00:00	Shipped	Amazon	JAVY-VAN-18OZ	B068264426	Vanilla Concentrate 18oz	1	USD	55.04	3.65	3.99	North April	MI	31110	US
314-7555625-4272030	2025-06-23T12:47:48+00:00	Shipped	Amazon	JAVY-MOC-18OZ	B038293600	Mocha Concentrate 18oz	1	USD	60.79	3.47	0.0	Marietown	KY	75241	US
199-1950476-4873995	2025-11-29T09:48:11+00:00	Shipped	Amazon	JAVY-DEC-6OZ	B038844653	Decaf Concentrate 6oz	1	USD	29.25	2.25	5.99	Holderchester	CO	80275	US
305-6622937-8505406	2025-07-02T02:11:14+00:00	Shipped	Amazon	JAVY-CAR-6OZ	B020845744	Caramel Concentrate 6oz	1	USD	28.06	1.89	0.0	New Sherryside	AL	81823	US
735-3177444-3596606	2025-03-05T18:53:43+00:00	Shipped	Merchant	JAVY-ORIG-6OZ	B098860369	Original Concentrate 6oz	1	USD	23.27	1.47	0.0	Martinezshire	CT	71961	US
583-5977821-2313298	2025-08-11T01:59:46+00:00	Shipped	Merchant	JAVY-ORIG-6OZ	B051895392	Original Concentrate 6oz	1	USD	23.34	1.84	5.99	Lake Vanessastad	AZ	53231	US
674-4762524-2468891	2025-09-18T04:49:27+00:00	Shipped	Amazon	JAVY-ORIG-6OZ	B071201486	Original Concentrate 6oz	1	USD	22.56	1.39	3.99	North Christopher	OR	86861	US
171-6019335-2047979	2025-10-27T06:44:25+00:00	Shipped	Merchant	JAVY-CAR-18OZ	B052891197	Caramel Concentrate 18oz	1	USD	54.68	5.21	5.99	Johntown	FL	59295	US
111-7677244-5839507	2025-08-17T03:41:04+00:00	Shipped	Merchant	JAVY-ORIG-18OZ	B077725078	Original Concentrate 18oz	2	USD	114.66	9.99	3.99	Ortizhaven	FL	56942	US
635-4529075-3469376	2025-08-30T10:45:43+00:00	Shipped	Amazon	JAVY-CBKIT	B031247984	Cold Brew Kit	1	USD	31.69	3.04	3.99	Tiffanyberg	FL	99813	US
969-9350305-6033141	2025-04-24T04:41:57+00:00	Shipped	Amazon	JAVY-MOC-6OZ	B081938623	Mocha Concentrate 6oz	1	USD	25.25	1.42	5.99	Melissatown	NC	41083	US
447-5163331-9149669	2025-03-25T08:16:09+00:00	Shipped	Amazon	JAVY-VAN-6OZ	B015815354	Vanilla Concentrate 6oz	1	USD	27.36	2.02	3.99	Port Sheila	NC	64824	US
755-4184484-2368914	2025-03-19T04:32:42+00:00	Shipped	Amazon	JAVY-ORIG-6OZ	B069677980	Original Concentrate 6oz	1	USD	24.14	1.5	5.99	Davidburgh	CO	42180	US
417-2521795-1472251	2025-10-23T05:59:15+00:00	Shipped	Amazon	JAVY-MUG	B017514829	Travel Mug	1	USD	20.94	1.46	0.0	North Diane	MN	63698	US
673-5922955-5724687	2025-12-25T05:27:53+00:00	Shipped	Amazon	JAVY-START	B021731871	Starter Kit	2	USD	87.3	6.72	3.99	Melissaville	UT	02169	US
548-4136835-7996803	2025-10-30T13:40:34+00:00	Shipped	Amazon	JAVY-MUG	B022547744	Travel Mug	2	USD	37.78	3.08	0.0	South Tracyborough	MO	84696	US
839-1487534-9843394	2025-10-29T09:04:03+00:00	Shipped	Amazon	JAVY-ORIG-18OZ	B084831723	Original Concentrate 18oz	1	USD	57.09	3.19	3.99	North Tyler	NY	46325	US
427-3549937-9472758	2025-03-27T10:57:07+00:00	Shipped	Amazon	JAVY-VARIETY	B060115867	Variety Pack	2	USD	94.64	6.71	0.0	East Robertshire	NC	87433	US
700-6607333-2461618	2025-11-17T09:41:41+00:00	Pending	Amazon	JAVY-CBKIT	B069058111	Cold Brew Kit	1	USD	36.29	3.34	5.99	North Dwayne	OH	44216	US
229-7485016-4763981	2025-08-27T14:21:59+00:00	Shipped	Amazon	JAVY-MUG	B017314576	Travel Mug	1	USD	19.56	1.29	5.99	New Jamesfort	OH	25847	US
591-8996118-1252914	2025-11-22T02:03:13+00:00	Shipped	Amazon	JAVY-VAN-6OZ	B072873909	Vanilla Concentrate 6oz	1	USD	25.16	1.29	0.0	South Billy	OK	39595	US
902-7207788-8941687	2025-05-03T23:51:53+00:00	Shipped	Amazon	JAVY-CBKIT	B022849284	Cold Brew Kit	2	USD	72.84	6.75	3.99	Port Kelly	WA	41200	US
386-4688235-6107251	2025-05-10T07:21:53+00:00	Shipped	Amazon	JAVY-ORIG-6OZ	B070748353	Original Concentrate 6oz	1	USD	25.31	1.7	3.99	Melanieport	OR	72584	US
840-4902727-4285902	2025-10-21T13:40:18+00:00	Shipped	Amazon	JAVY-ORIG-6OZ	B083487391	Original Concentrate 6oz	1	USD	25.55	2.45	3.99	Port Josephchester	OR	03865	US
625-6868850-4962809	2025-10-17T03:23:42+00:00	Shipped	Amazon	JAVY-MUG	B090065600	Travel Mug	1	USD	19.28	1.0	5.99	Bradyside	MN	55024	US
770-5218981-5029961	2025-11-09T19:04:36+00:00	Shipped	Amazon	JAVY-ORIG-18OZ	B057358541	Original Concentrate 18oz	1	USD	51.25	4.35	3.99	Port Jeremiah	OH	09110	US
773-1994756-3622793	2025-05-25T17:21:55+00:00	Shipped	Amazon	JAVY-ORIG-6OZ	B087383608	Original Concentrate 6oz	1	USD	24.48	2.39	5.99	Lake Marychester	TN	42621	US
166-4562678-4089779	2025-11-05T14:38:23+00:00	Shipped	Amazon	JAVY-DEC-6OZ	B025207155	Decaf Concentrate 6oz	1	USD	26.85	1.48	3.99	Port Katherineland	WI	62264	US
141-8607265-9496736	2025-09-02T03:46:16+00:00	Shipped	Amazon	JAVY-VAN-6OZ	B023421272	Vanilla Concentrate 6oz	2	USD	48.62	3.45	0.0	Lake Angelastad	CO	12274	US
325-2841818-8403532	2025-10-18T23:51:46+00:00	Shipped	Amazon	JAVY-VAN-6OZ	B092766793	Vanilla Concentrate 6oz	1	USD	26.75	1.63	0.0	Nealburgh	VA	71045	US
606-6491958-3202390	2025-11-28T10:12:06+00:00	Shipped	Amazon	JAVY-START	B016315495	Starter Kit	1	USD	44.18	4.42	5.99	Christianstad	NC	50770	US
959-6605531-2403104	2025-01-11T18:12:31+00:00	Shipped	Merchant	JAVY-VAN-6OZ	B081205117	Vanilla Concentrate 6oz	1	USD	26.88	1.36	5.99	West Benjamin	NC	10118	US
629-5381969-3287651	2025-08-12T20:31:45+00:00	Pending	Amazon	JAVY-VAN-6OZ	B024837548	Vanilla Concentrate 6oz	2	USD	53.66	3.85	0.0	Williamstad	KY	45893	US
826-9565290-5982017	2025-09-19T04:55:34+00:00	Shipped	Amazon	JAVY-DEC-6OZ	B075084719	Decaf Concentrate 6oz	1	USD	29.14	2.32	0.0	Lake Jillville	CO	42569	US
932-4334151-3528570	2025-09-14T19:50:53+00:00	Shipped	Amazon	JAVY-VAN-18OZ	B035332466	Vanilla Concentrate 18oz	3	USD	164.16	14.69	3.99	Greenfurt	CA	88198	US
356-5570969-2872664	2025-10-08T00:18:14+00:00	Shipped	Amazon	JAVY-CAR-6OZ	B076099196	Caramel Concentrate 6oz	2	USD	56.02	3.62	0.0	Johnville	MI	52716	US
111-3395437-1353880	2025-12-07T03:16:40+00:00	Shipped	Amazon	JAVY-ORIG-6OZ	B050220360	Original Concentrate 6oz	2	USD	49.06	2.63	5.99	Lake Travisfort	FL	00853	US
650-8330694-3822219	2025-01-12T11:36:29+00:00	Shipped	Merchant	JAVY-MOC-6OZ	B038625278	Mocha Concentrate 6oz	1	USD	25.16	2.44	3.99	West Alexbury	GA	02152	US
444-6948095-1353222	2025-04-09T20:57:30+00:00	Shipped	Amazon	JAVY-ORIG-6OZ	B071360599	Original Concentrate 6oz	1	USD	23.35	1.63	0.0	Luisport	UT	15866	US
648-1483947-9230607	2025-09-19T10:43:32+00:00	Shipped	Amazon	JAVY-MUG	B050998203	Travel Mug	1	USD	18.42	1.19	5.99	Tracibury	NJ	79695	US
746-8447499-3973148	2025-06-17T13:13:48+00:00	Shipped	Amazon	JAVY-START	B045109459	Starter Kit	1	USD	41.62	2.21	5.99	East Christopher	TN	71231	US
399-1476678-3683996	2025-04-29T04:30:44+00:00	Shipped	Merchant	JAVY-VAN-6OZ	B043266295	Vanilla Concentrate 6oz	1	USD	25.6	1.58	5.99	Lake Jasonfurt	IL	52098	US
763-5687581-9998431	2025-02-17T03:32:22+00:00	Shipped	Amazon	JAVY-DEC-18OZ	B040256864	Decaf Concentrate 18oz	2	USD	127.48	10.9	3.99	Port Shelby	IN	96365	US
147-5348813-5698885	2025-07-25T08:57:37+00:00	Shipped	Merchant	JAVY-ORIG-6OZ	B049753812	Original Concentrate 6oz	2	USD	51.48	4.43	0.0	East Willieside	FL	73204	US
839-5781895-7863705	2025-10-14T04:56:04+00:00	Shipped	Amazon	JAVY-ORIG-18OZ	B053228290	Original Concentrate 18oz	1	USD	51.64	4.81	3.99	Cohenview	IL	82859	US
397-3007617-5448361	2025-05-27T22:25:12+00:00	Shipped	Merchant	JAVY-MUG	B085773348	Travel Mug	3	USD	57.15	4.99	3.99	Lake Seanside	TX	02132	US
293-8193722-7947124	2025-02-25T21:41:59+00:00	Shipped	Amazon	JAVY-MOC-18OZ	B070102014	Mocha Concentrate 18oz	1	USD	57.28	5.03	0.0	South Marc	IN	80203	US
521-6854810-3519283	2025-04-22T14:17:23+00:00	Shipped	Amazon	JAVY-ORIG-6OZ	B037004790	Original Concentrate 6oz	1	USD	24.1	1.48	3.99	Christopherfurt	KY	37526	US
285-2645734-5899187	2025-05-31T07:31:07+00:00	Shipped	Amazon	JAVY-ORIG-6OZ	B033047039	Original Concentrate 6oz	2	USD	45.44	4.1	3.99	Fletcherborough	OH	27203	US
501-4639898-3503254	2025-10-29T17:59:56+00:00	Shipped	Amazon	JAVY-ORIG-6OZ	B090959157	Original Concentrate 6oz	1	USD	24.0	1.52	3.99	West Jennifer	TN	17822	US
247-2667171-7711703	2025-03-13T15:14:20+00:00	Shipped	Amazon	JAVY-VAN-6OZ	B038432988	Vanilla Concentrate 6oz	2	USD	48.96	4.36	5.99	North Sarah	NC	79786	US
727-7562376-5691414	2025-10-22T18:13:17+00:00	Shipped	Amazon	JAVY-DEC-6OZ	B024119103	Decaf Concentrate 6oz	1	USD	29.13	2.72	0.0	Evanstown	NJ	66448	US
526-3240311-7940318	2025-10-10T04:45:51+00:00	Shipped	Amazon	JAVY-ORIG-6OZ	B022055124	Original Concentrate 6oz	1	USD	24.46	2.12	0.0	Port Kaylachester	AZ	64383	US
496-8369785-4670582	2025-03-03T18:05:26+00:00	Shipped	Merchant	JAVY-ORIG-6OZ	B050060560	Original Concentrate 6oz	1	USD	25.12	2.0	0.0	New Jenniferside	VA	63804	US
886-5698841-6731625	2025-04-16T23:11:01+00:00	Shipped	Amazon	JAVY-ORIG-18OZ	B068410842	Original Concentrate 18oz	1	USD	57.4	4.59	5.99	New Garyville	MA	79076	US
379-5105175-7868469	2025-02-13T04:50:52+00:00	Shipped	Amazon	JAVY-ORIG-6OZ	B095838536	Original Concentrate 6oz	1	USD	23.99	1.45	0.0	New Maryport	IL	29645	US
178-8950534-9390543	2025-10-24T17:37:56+00:00	Shipped	Amazon	JAVY-ORIG-18OZ	B084373039	Original Concentrate 18oz	2	USD	109.34	8.22	3.99	North Jamesberg	NY	51592	US
492-9823976-9008410	2025-12-04T23:24:09+00:00	Shipped	Amazon	JAVY-VAN-6OZ	B038480966	Vanilla Concentrate 6oz	2	USD	54.02	4.42	3.99	Garciamouth	KY	70901	US
924-1033435-1618042	2025-04-25T13:33:21+00:00	Shipped	Merchant	JAVY-MOC-6OZ	B063509310	Mocha Concentrate 6oz	1	USD	27.03	2.14	5.99	Angelaside	IL	06667	US
975-7905160-3586700	2025-10-30T20:06:24+00:00	Shipped	Merchant	JAVY-CAR-18OZ	B061443258	Caramel Concentrate 18oz	1	USD	59.48	4.67	5.99	Frankfurt	PA	32085	US
601-8598983-8175206	2025-04-26T13:46:47+00:00	Shipped	Amazon	JAVY-VAN-18OZ	B058485572	Vanilla Concentrate 18oz	1	USD	56.06	5.02	3.99	Lake David	CA	78357	US
382-2916650-4284117	2025-05-09T00:41:35+00:00	Shipped	Amazon	JAVY-VAN-6OZ	B027590070	Vanilla Concentrate 6oz	1	USD	26.32	2.36	5.99	Johnsonmouth	PA	90120	US
112-9342975-9109560	2025-01-29T20:30:38+00:00	Shipped	Amazon	JAVY-CBKIT	B065599538	Cold Brew Kit	1	USD	34.94	2.65	3.99	East Andrew	UT	30108	US
275-1061494-3199558	2025-10-14T13:16:02+00:00	Shipped	Amazon	JAVY-CAR-6OZ	B065462976	Caramel Concentrate 6oz	2	USD	49.76	3.45	0.0	Gregoryfort	OR	63075	US
675-8262829-7677216	2025-05-16T22:52:23+00:00	Shipped	Amazon	JAVY-ORIG-18OZ	B036991833	Original Concentrate 18oz	3	USD	158.46	12.24	5.99	Michaelview	OH	39333	US
847-9758437-5447086	2025-03-19T05:12:43+00:00	Shipped	Amazon	JAVY-CAR-6OZ	B084868690	Caramel Concentrate 6oz	2	USD	49.54	4.37	5.99	Barberton	WA	70208	US
314-6286533-5393349	2025-05-15T09:10:28+00:00	Cancelled	Amazon	JAVY-CAR-18OZ	B016452897	Caramel Concentrate 18oz	2	USD	120.22	7.81	0.0	Lake Paula	NJ	10977	US
995-7516363-6492580	2025-10-05T13:17:54+00:00	Shipped	Merchant	JAVY-CAR-6OZ	B067635088	Caramel Concentrate 6oz	1	USD	25.96	1.95	0.0	Christensenport	NY	51671	US
831-2920993-1772068	2025-06-02T15:14:56+00:00	Shipped	Merchant	JAVY-ORIG-6OZ	B011842225	Original Concentrate 6oz	1	USD	24.17	1.27	0.0	Port Christinamouth	TX	96078	US
540-6166638-3193452	2025-01-30T07:44:44+00:00	Shipped	Amazon	JAVY-ORIG-18OZ	B055122143	Original Concentrate 18oz	1	USD	51.54	3.0	3.99	New Joseph	NY	64191	US
211-3480833-1389032	2025-09-13T05:40:40+00:00	Shipped	Amazon	JAVY-VAN-6OZ	B054734679	Vanilla Concentrate 6oz	2	USD	55.16	3.28	3.99	Cuevasberg	CT	53905	US
199-8459906-7534417	2025-04-06T10:44:20+00:00	Shipped	Merchant	JAVY-DEC-6OZ	B033723588	Decaf Concentrate 6oz	1	USD	27.54	2.52	5.99	East Mark	CA	76027	US
479-9238355-3560348	2025-06-17T19:51:30+00:00	Shipped	Amazon	JAVY-DEC-6OZ	B050184752	Decaf Concentrate 6oz	1	USD	28.24	1.43	0.0	Livingstonstad	OK	30921	US
641-5866006-8596721	2025-04-06T16:32:23+00:00	Shipped	Amazon	JAVY-CAR-6OZ	B027259795	Caramel Concentrate 6oz	1	USD	27.58	1.54	5.99	East Kaitlynland	MO	97476	US
364-6088542-1987175	2025-04-27T15:04:03+00:00	Shipped	Merchant	JAVY-CAR-6OZ	B081474611	Caramel Concentrate 6oz	1	USD	25.2	2.36	3.99	Allenstad	TX	64223	US
126-4177325-2686104	2025-12-15T16:20:34+00:00	Shipped	Amazon	JAVY-DEC-18OZ	B054678451	Decaf Concentrate 18oz	1	USD	64.21	4.95	3.99	Smithfurt	MN	68256	US
738-6718874-4561255	2025-02-23T16:44:53+00:00	Shipped	Merchant	JAVY-VAN-6OZ	B076252790	Vanilla Concentrate 6oz	2	USD	50.04	3.92	3.99	Williamston	GA	52060	US
131-5241058-2516667	2025-03-31T16:00:55+00:00	Shipped	Amazon	JAVY-START	B051932341	Starter Kit	1	USD	41.8	3.52	5.99	North Randy	AL	31788	US
884-3236451-4443410	2025-09-04T00:52:16+00:00	Shipped	Amazon	JAVY-START	B033362956	Starter Kit	3	USD	122.16	8.33	3.99	Calderonstad	WA	06270	US
675-9151101-9789234	2025-10-23T06:14:16+00:00	Shipped	Amazon	JAVY-ORIG-18OZ	B052257818	Original Concentrate 18oz	2	USD	113.16	7.26	3.99	Lake Alyssa	CO	84527	US
424-2419137-5199529	2025-11-16T07:10:44+00:00	Shipped	Amazon	JAVY-CBKIT	B088006858	Cold Brew Kit	2	USD	63.72	3.66	5.99	Lake Cynthiaview	GA	01551	US
812-7685832-2915070	2025-06-05T08:30:51+00:00	Shipped	Amazon	JAVY-ORIG-6OZ	B046359069	Original Concentrate 6oz	1	USD	23.72	2.27	5.99	North Micheleshire	NJ	06242	US
377-1935698-7560021	2025-02-15T04:31:13+00:00	Shipped	Amazon	JAVY-CBKIT	B010749951	Cold Brew Kit	1	USD	35.74	2.13	5.99	East Brianbury	WA	84268	US
923-6367494-1919585	2025-12-28T21:59:06+00:00	Shipped	Amazon	JAVY-MOC-18OZ	B020137713	Mocha Concentrate 18oz	1	USD	59.76	4.75	0.0	East Michaeltown	TX	80233	US
783-6400615-1696586	2025-10-07T14:01:16+00:00	Shipped	Amazon	JAVY-VARIETY	B071400626	Variety Pack	1	USD	48.06	3.39	5.99	Matthewborough	TX	60803	US
687-7193343-2960165	2025-03-09T10:07:08+00:00	Shipped	Amazon	JAVY-CAR-18OZ	B026034177	Caramel Concentrate 18oz	1	USD	62.95	5.11	0.0	Ashleystad	TN	30813	US
584-9608523-8132723	2025-05-28T01:41:09+00:00	Shipped	Amazon	JAVY-DEC-6OZ	B022829160	Decaf Concentrate 6oz	2	USD	52.86	4.54	5.99	New Debraburgh	VA	51936	US
720-6848616-6334268	2025-02-27T01:59:26+00:00	Shipped	Amazon	JAVY-ORIG-18OZ	B054853761	Original Concentrate 18oz	1	USD	50.52	2.73	0.0	North Cindyside	OH	56912	US
801-6661239-8442935	2025-05-13T15:45:35+00:00	Shipped	Amazon	JAVY-ORIG-18OZ	B019006841	Original Concentrate 18oz	3	USD	150.27	11.54	5.99	East Michellemouth	CO	46221	US
786-6444259-4035386	2025-01-06T06:35:40+00:00	Shipped	Amazon	JAVY-CAR-6OZ	B045060744	Caramel Concentrate 6oz	2	USD	51.16	3.84	3.99	Michaelmouth	KY	34289	US
976-1736474-7492583	2025-08-29T10:38:32+00:00	Shipped	Amazon	JAVY-VAN-6OZ	B093425844	Vanilla Concentrate 6oz	1	USD	26.64	2.1	3.99	Tinashire	WI	18466	US
965-1018456-7637180	2025-09-18T09:49:17+00:00	Shipped	Amazon	JAVY-DEC-6OZ	B096404384	Decaf Concentrate 6oz	2	USD	55.26	2.9	5.99	West Justinside	MI	79796	US
118-4142808-1014942	2025-02-19T16:36:39+00:00	Shipped	Amazon	JAVY-MOC-6OZ	B031849777	Mocha Concentrate 6oz	1	USD	26.31	1.75	0.0	Heathermouth	FL	30009	US
916-8800329-8529900	2025-12-08T06:12:24+00:00	Shipped	Amazon	JAVY-ORIG-6OZ	B070247013	Original Concentrate 6oz	1	USD	24.34	2.16	5.99	North Angelaside	SC	16331	US
325-5170544-3347169	2025-08-04T07:09:23+00:00	Shipped	Amazon	JAVY-MOC-18OZ	B066698497	Mocha Concentrate 18oz	2	USD	118.08	6.01	0.0	Baileystad	SC	69889	US
231-2880387-2481634	2025-03-09T05:08:06+00:00	Shipped	Amazon	JAVY-DEC-6OZ	B029557927	Decaf Concentrate 6oz	1	USD	29.06	2.55	0.0	West Olivia	IN	37593	US
118-2183600-7524206	2025-09-25T13:44:04+00:00	Shipped	Amazon	JAVY-ORIG-6OZ	B041068035	Original Concentrate 6oz	1	USD	22.5	2.08	3.99	Raymondfurt	MD	21066	US
197-6092354-7606164	2025-01-20T20:40:21+00:00	Pending	Amazon	JAVY-ORIG-18OZ	B048088592	Original Concentrate 18oz	1	USD	53.56	4.79	0.0	New Laura	MN	49128	US
555-6745045-8126042	2025-04-01T03:10:04+00:00	Shipped	Amazon	JAVY-VARIETY	B058942485	Variety Pack	1	USD	51.62	2.76	3.99	North Trevor	WA	65387	US
357-5006786-2391146	2025-11-03T05:38:01+00:00	Shipped	Amazon	JAVY-MOC-18OZ	B077322698	Mocha Concentrate 18oz	2	USD	115.8	7.49	5.99	West Hollyfurt	WA	02083	US
881-3528325-1583544	2025-10-07T12:15:13+00:00	Shipped	Amazon	JAVY-MOC-18OZ	B090062327	Mocha Concentrate 18oz	1	USD	54.84	5.21	5.99	Port Ricky	MD	55551	US
168-6105595-7382139	2025-01-17T15:52:02+00:00	Shipped	Amazon	JAVY-MOC-18OZ	B027367629	Mocha Concentrate 18oz	1	USD	61.93	5.64	5.99	West Amber	SC	04496	US
336-2495741-6114153	2025-04-13T14:34:49+00:00	Cancelled	Amazon	JAVY-DEC-6OZ	B045541886	Decaf Concentrate 6oz	1	USD	26.37	1.55	0.0	Smithmouth	AL	84432	US
542-6119689-8512880	2025-09-20T13:53:36+00:00	Shipped	Merchant	JAVY-MOC-6OZ	B091128261	Mocha Concentrate 6oz	1	USD	28.13	2.41	0.0	Port Robert	MD	53729	US
413-1089187-7600644	2025-03-03T07:14:08+00:00	Cancelled	Amazon	JAVY-VAN-18OZ	B043861977	Vanilla Concentrate 18oz	1	USD	59.52	5.69	3.99	East Jamesland	OR	48469	US
516-7015009-9788625	2025-12-01T11:46:44+00:00	Shipped	Amazon	JAVY-ORIG-6OZ	B019477569	Original Concentrate 6oz	1	USD	25.7	2.09	5.99	Anthonystad	GA	26590	US
289-6369440-7575459	2025-03-11T17:59:03+00:00	Shipped	Amazon	JAVY-CAR-6OZ	B048738175	Caramel Concentrate 6oz	1	USD	25.38	1.46	0.0	North Scottland	MI	55965	US
258-8086730-2180001	2025-03-22T13:20:24+00:00	Shipped	Amazon	JAVY-ORIG-6OZ	B061937436	Original Concentrate 6oz	1	USD	24.0	1.57	3.99	Lambmouth	IL	55976	US
323-2204120-4653750	2025-12-01T11:49:45+00:00	Shipped	Amazon	JAVY-MOC-6OZ	B076164688	Mocha Concentrate 6oz	1	USD	26.43	2.12	0.0	West Alishashire	AL	08606	US
863-3956857-5310548	2025-07-16T05:19:49+00:00	Shipped	Amazon	JAVY-MOC-6OZ	B027935044	Mocha Concentrate 6oz	1	USD	27.46	1.94	0.0	Davidview	CO	40113	US
